                                                                                                            
{'loss': '0.693', 'grad_norm': '8.043', 'learning_rate': '4.5e-08', 'rewards/chosen': '0.002778', 'rewards/rejected': '0.002157', 'rewards/accuracies': '0.3625', 'rewards/margins': '0.0006214', 'logps/chosen': '-154.9', 'logps/rejected': '-68.91', 'logits/chosen': '1.662', 'logits/rejected': '1.632', 'epoch': '0.0107'}
{'loss': '0.005243', 'grad_norm': '0.1523', 'learning_rate': '3.362e-07', 'rewards/chosen': '1.031', 'rewards/rejected': '-4.915', 'rewards/accuracies': '1', 'rewards/margins': '5.946', 'logps/chosen': '-156.6', 'logps/rejected': '-116.9', 'logits/chosen': '1.466', 'logits/rejected': '0.7019', 'epoch': '1.712'}
{'loss': '0.0049', 'grad_norm': '0.08974', 'learning_rate': '3.351e-07', 'rewards/chosen': '1.09', 'rewards/rejected': '-4.799', 'rewards/accuracies': '1', 'rewards/margins': '5.889', 'logps/chosen': '-160.6', 'logps/rejected': '-117.1', 'logits/chosen': '1.601', 'logits/rejected': '0.7599', 'epoch': '1.723'}
{'loss': '0.004155', 'grad_norm': '0.1732', 'learning_rate': '3.34e-07', 'rewards/chosen': '1.002', 'rewards/rejected': '-4.919', 'rewards/accuracies': '1', 'rewards/margins': '5.92', 'logps/chosen': '-154.9', 'logps/rejected': '-118.9', 'logits/chosen': '1.539', 'logits/rejected': '0.7315', 'epoch': '1.733'}
{'loss': '0.00513', 'grad_norm': '0.2726', 'learning_rate': '3.329e-07', 'rewards/chosen': '1.006', 'rewards/rejected': '-4.886', 'rewards/accuracies': '1', 'rewards/margins': '5.892', 'logps/chosen': '-149.1', 'logps/rejected': '-117.6', 'logits/chosen': '1.449', 'logits/rejected': '0.7882', 'epoch': '1.744'}
{'loss': '0.004467', 'grad_norm': '0.1312', 'learning_rate': '3.318e-07', 'rewards/chosen': '1.143', 'rewards/rejected': '-4.874', 'rewards/accuracies': '1', 'rewards/margins': '6.018', 'logps/chosen': '-149.8', 'logps/rejected': '-117.6', 'logits/chosen': '1.488', 'logits/rejected': '0.7944', 'epoch': '1.755'}
{'loss': '0.003999', 'grad_norm': '0.2937', 'learning_rate': '3.307e-07', 'rewards/chosen': '1.137', 'rewards/rejected': '-4.987', 'rewards/accuracies': '1', 'rewards/margins': '6.124', 'logps/chosen': '-135.9', 'logps/rejected': '-118.9', 'logits/chosen': '1.51', 'logits/rejected': '0.694', 'epoch': '1.765'}
{'loss': '0.005384', 'grad_norm': '0.2135', 'learning_rate': '3.296e-07', 'rewards/chosen': '1.084', 'rewards/rejected': '-4.89', 'rewards/accuracies': '1', 'rewards/margins': '5.974', 'logps/chosen': '-142.9', 'logps/rejected': '-117.4', 'logits/chosen': '1.473', 'logits/rejected': '0.7568', 'epoch': '1.776'}
{'loss': '0.004047', 'grad_norm': '0.2549', 'learning_rate': '3.285e-07', 'rewards/chosen': '1.142', 'rewards/rejected': '-4.864', 'rewards/accuracies': '1', 'rewards/margins': '6.006', 'logps/chosen': '-150.3', 'logps/rejected': '-117.8', 'logits/chosen': '1.469', 'logits/rejected': '0.792', 'epoch': '1.787'}
{'loss': '0.004352', 'grad_norm': '0.1114', 'learning_rate': '3.274e-07', 'rewards/chosen': '1.022', 'rewards/rejected': '-5.197', 'rewards/accuracies': '1', 'rewards/margins': '6.219', 'logps/chosen': '-154.6', 'logps/rejected': '-121.3', 'logits/chosen': '1.552', 'logits/rejected': '0.6707', 'epoch': '1.797'}
{'loss': '0.004632', 'grad_norm': '0.3311', 'learning_rate': '3.263e-07', 'rewards/chosen': '0.9618', 'rewards/rejected': '-5.156', 'rewards/accuracies': '1', 'rewards/margins': '6.118', 'logps/chosen': '-148.6', 'logps/rejected': '-120.4', 'logits/chosen': '1.478', 'logits/rejected': '0.6458', 'epoch': '1.808'}
{'loss': '0.003335', 'grad_norm': '0.1448', 'learning_rate': '3.252e-07', 'rewards/chosen': '1.045', 'rewards/rejected': '-5.142', 'rewards/accuracies': '1', 'rewards/margins': '6.188', 'logps/chosen': '-141.8', 'logps/rejected': '-120.8', 'logits/chosen': '1.455', 'logits/rejected': '0.6553', 'epoch': '1.819'}
{'loss': '0.003885', 'grad_norm': '0.1776', 'learning_rate': '3.242e-07', 'rewards/chosen': '1.082', 'rewards/rejected': '-4.971', 'rewards/accuracies': '1', 'rewards/margins': '6.053', 'logps/chosen': '-143.5', 'logps/rejected': '-117.9', 'logits/chosen': '1.431', 'logits/rejected': '0.7617', 'epoch': '1.83'}
{'loss': '0.00361', 'grad_norm': '0.1162', 'learning_rate': '3.231e-07', 'rewards/chosen': '1.097', 'rewards/rejected': '-5.034', 'rewards/accuracies': '1', 'rewards/margins': '6.131', 'logps/chosen': '-158.1', 'logps/rejected': '-118.8', 'logits/chosen': '1.575', 'logits/rejected': '0.7286', 'epoch': '1.84'}
{'loss': '0.003629', 'grad_norm': '0.1217', 'learning_rate': '3.22e-07', 'rewards/chosen': '1.013', 'rewards/rejected': '-5.238', 'rewards/accuracies': '1', 'rewards/margins': '6.251', 'logps/chosen': '-146.2', 'logps/rejected': '-120.5', 'logits/chosen': '1.447', 'logits/rejected': '0.5939', 'epoch': '1.851'}
{'loss': '0.004611', 'grad_norm': '0.1318', 'learning_rate': '3.209e-07', 'rewards/chosen': '1.018', 'rewards/rejected': '-5.005', 'rewards/accuracies': '1', 'rewards/margins': '6.023', 'logps/chosen': '-150.7', 'logps/rejected': '-118.4', 'logits/chosen': '1.5', 'logits/rejected': '0.7411', 'epoch': '1.862'}
{'loss': '0.003917', 'grad_norm': '0.2999', 'learning_rate': '3.198e-07', 'rewards/chosen': '1.03', 'rewards/rejected': '-5.18', 'rewards/accuracies': '1', 'rewards/margins': '6.21', 'logps/chosen': '-151.7', 'logps/rejected': '-120.7', 'logits/chosen': '1.56', 'logits/rejected': '0.6854', 'epoch': '1.872'}
{'loss': '0.004723', 'grad_norm': '0.1871', 'learning_rate': '3.187e-07', 'rewards/chosen': '0.9829', 'rewards/rejected': '-5.144', 'rewards/accuracies': '1', 'rewards/margins': '6.127', 'logps/chosen': '-149.6', 'logps/rejected': '-120.8', 'logits/chosen': '1.485', 'logits/rejected': '0.7029', 'epoch': '1.883'}
{'loss': '0.003626', 'grad_norm': '0.1761', 'learning_rate': '3.176e-07', 'rewards/chosen': '1.062', 'rewards/rejected': '-5.28', 'rewards/accuracies': '1', 'rewards/margins': '6.341', 'logps/chosen': '-150.5', 'logps/rejected': '-121.6', 'logits/chosen': '1.555', 'logits/rejected': '0.6733', 'epoch': '1.894'}
{'loss': '0.003493', 'grad_norm': '0.116', 'learning_rate': '3.165e-07', 'rewards/chosen': '1.13', 'rewards/rejected': '-5.161', 'rewards/accuracies': '1', 'rewards/margins': '6.29', 'logps/chosen': '-155.3', 'logps/rejected': '-120.5', 'logits/chosen': '1.575', 'logits/rejected': '0.6925', 'epoch': '1.904'}
{'loss': '0.004669', 'grad_norm': '0.06816', 'learning_rate': '3.154e-07', 'rewards/chosen': '0.9904', 'rewards/rejected': '-5.41', 'rewards/accuracies': '1', 'rewards/margins': '6.401', 'logps/chosen': '-161.4', 'logps/rejected': '-122.8', 'logits/chosen': '1.5', 'logits/rejected': '0.5357', 'epoch': '1.915'}
{'loss': '0.003639', 'grad_norm': '0.1651', 'learning_rate': '3.143e-07', 'rewards/chosen': '1.035', 'rewards/rejected': '-5.266', 'rewards/accuracies': '1', 'rewards/margins': '6.302', 'logps/chosen': '-153', 'logps/rejected': '-121.4', 'logits/chosen': '1.488', 'logits/rejected': '0.598', 'epoch': '1.926'}
{'loss': '0.003265', 'grad_norm': '0.1893', 'learning_rate': '3.132e-07', 'rewards/chosen': '1.083', 'rewards/rejected': '-5.44', 'rewards/accuracies': '1', 'rewards/margins': '6.523', 'logps/chosen': '-161.2', 'logps/rejected': '-123.4', 'logits/chosen': '1.585', 'logits/rejected': '0.6047', 'epoch': '1.937'}
{'loss': '0.004012', 'grad_norm': '0.1673', 'learning_rate': '3.121e-07', 'rewards/chosen': '0.977', 'rewards/rejected': '-5.208', 'rewards/accuracies': '1', 'rewards/margins': '6.185', 'logps/chosen': '-156.9', 'logps/rejected': '-121.1', 'logits/chosen': '1.454', 'logits/rejected': '0.6763', 'epoch': '1.947'}
{'loss': '0.003464', 'grad_norm': '0.131', 'learning_rate': '3.11e-07', 'rewards/chosen': '1.076', 'rewards/rejected': '-5.122', 'rewards/accuracies': '1', 'rewards/margins': '6.198', 'logps/chosen': '-156.7', 'logps/rejected': '-119.4', 'logits/chosen': '1.503', 'logits/rejected': '0.7572', 'epoch': '1.958'}
{'loss': '0.003254', 'grad_norm': '0.2702', 'learning_rate': '3.099e-07', 'rewards/chosen': '1.031', 'rewards/rejected': '-5.311', 'rewards/accuracies': '1', 'rewards/margins': '6.342', 'logps/chosen': '-153.3', 'logps/rejected': '-121.2', 'logits/chosen': '1.556', 'logits/rejected': '0.6062', 'epoch': '1.969'}
{'loss': '0.002687', 'grad_norm': '0.08008', 'learning_rate': '3.089e-07', 'rewards/chosen': '1.029', 'rewards/rejected': '-5.513', 'rewards/accuracies': '1', 'rewards/margins': '6.541', 'logps/chosen': '-157.5', 'logps/rejected': '-125.9', 'logits/chosen': '1.429', 'logits/rejected': '0.5587', 'epoch': '1.979'}
{'loss': '0.003074', 'grad_norm': '0.1371', 'learning_rate': '3.078e-07', 'rewards/chosen': '0.9063', 'rewards/rejected': '-5.585', 'rewards/accuracies': '1', 'rewards/margins': '6.492', 'logps/chosen': '-151.2', 'logps/rejected': '-124.8', 'logits/chosen': '1.532', 'logits/rejected': '0.5206', 'epoch': '1.99'}
{'loss': '0.003059', 'grad_norm': '0.03975', 'learning_rate': '3.067e-07', 'rewards/chosen': '0.9688', 'rewards/rejected': '-5.468', 'rewards/accuracies': '1', 'rewards/margins': '6.436', 'logps/chosen': '-140', 'logps/rejected': '-123.6', 'logits/chosen': '1.434', 'logits/rejected': '0.5503', 'epoch': '2'}
{'loss': '0.002378', 'grad_norm': '0.2897', 'learning_rate': '3.056e-07', 'rewards/chosen': '1.113', 'rewards/rejected': '-5.616', 'rewards/accuracies': '1', 'rewards/margins': '6.729', 'logps/chosen': '-157.8', 'logps/rejected': '-125.7', 'logits/chosen': '1.553', 'logits/rejected': '0.4928', 'epoch': '2.011'}
{'loss': '0.003258', 'grad_norm': '0.1136', 'learning_rate': '3.045e-07', 'rewards/chosen': '1.008', 'rewards/rejected': '-5.564', 'rewards/accuracies': '1', 'rewards/margins': '6.572', 'logps/chosen': '-158.8', 'logps/rejected': '-125.5', 'logits/chosen': '1.507', 'logits/rejected': '0.5011', 'epoch': '2.021'}
{'loss': '0.002627', 'grad_norm': '0.08013', 'learning_rate': '3.034e-07', 'rewards/chosen': '1.071', 'rewards/rejected': '-5.527', 'rewards/accuracies': '1', 'rewards/margins': '6.598', 'logps/chosen': '-155.2', 'logps/rejected': '-124.3', 'logits/chosen': '1.521', 'logits/rejected': '0.5598', 'epoch': '2.032'}
{'loss': '0.003547', 'grad_norm': '0.1354', 'learning_rate': '3.023e-07', 'rewards/chosen': '1.008', 'rewards/rejected': '-5.403', 'rewards/accuracies': '1', 'rewards/margins': '6.41', 'logps/chosen': '-155.9', 'logps/rejected': '-123.2', 'logits/chosen': '1.537', 'logits/rejected': '0.6037', 'epoch': '2.043'}
{'loss': '0.002798', 'grad_norm': '0.1575', 'learning_rate': '3.012e-07', 'rewards/chosen': '0.9859', 'rewards/rejected': '-5.466', 'rewards/accuracies': '1', 'rewards/margins': '6.452', 'logps/chosen': '-143.9', 'logps/rejected': '-123.3', 'logits/chosen': '1.495', 'logits/rejected': '0.5773', 'epoch': '2.054'}
{'loss': '0.002856', 'grad_norm': '0.03764', 'learning_rate': '3.001e-07', 'rewards/chosen': '1.077', 'rewards/rejected': '-5.638', 'rewards/accuracies': '1', 'rewards/margins': '6.716', 'logps/chosen': '-149.1', 'logps/rejected': '-125.9', 'logits/chosen': '1.439', 'logits/rejected': '0.5171', 'epoch': '2.064'}
{'loss': '0.002458', 'grad_norm': '0.1355', 'learning_rate': '2.99e-07', 'rewards/chosen': '1.021', 'rewards/rejected': '-5.641', 'rewards/accuracies': '1', 'rewards/margins': '6.662', 'logps/chosen': '-143.1', 'logps/rejected': '-124.9', 'logits/chosen': '1.466', 'logits/rejected': '0.5527', 'epoch': '2.075'}
{'loss': '0.003776', 'grad_norm': '0.1368', 'learning_rate': '2.979e-07', 'rewards/chosen': '0.8681', 'rewards/rejected': '-5.559', 'rewards/accuracies': '1', 'rewards/margins': '6.427', 'logps/chosen': '-160.5', 'logps/rejected': '-124.6', 'logits/chosen': '1.484', 'logits/rejected': '0.4882', 'epoch': '2.086'}
{'loss': '0.002947', 'grad_norm': '0.2089', 'learning_rate': '2.968e-07', 'rewards/chosen': '0.9025', 'rewards/rejected': '-5.632', 'rewards/accuracies': '1', 'rewards/margins': '6.534', 'logps/chosen': '-141.8', 'logps/rejected': '-126.2', 'logits/chosen': '1.391', 'logits/rejected': '0.5154', 'epoch': '2.096'}
{'loss': '0.003341', 'grad_norm': '0.2755', 'learning_rate': '2.957e-07', 'rewards/chosen': '0.8219', 'rewards/rejected': '-5.62', 'rewards/accuracies': '1', 'rewards/margins': '6.442', 'logps/chosen': '-146', 'logps/rejected': '-126.9', 'logits/chosen': '1.449', 'logits/rejected': '0.553', 'epoch': '2.107'}
{'loss': '0.003029', 'grad_norm': '0.3881', 'learning_rate': '2.946e-07', 'rewards/chosen': '0.9471', 'rewards/rejected': '-5.774', 'rewards/accuracies': '1', 'rewards/margins': '6.721', 'logps/chosen': '-143', 'logps/rejected': '-126.9', 'logits/chosen': '1.44', 'logits/rejected': '0.4451', 'epoch': '2.118'}
{'loss': '0.003314', 'grad_norm': '0.166', 'learning_rate': '2.936e-07', 'rewards/chosen': '1.061', 'rewards/rejected': '-5.337', 'rewards/accuracies': '1', 'rewards/margins': '6.397', 'logps/chosen': '-151.5', 'logps/rejected': '-121.7', 'logits/chosen': '1.463', 'logits/rejected': '0.6226', 'epoch': '2.128'}
{'loss': '0.002792', 'grad_norm': '0.2114', 'learning_rate': '2.925e-07', 'rewards/chosen': '1.127', 'rewards/rejected': '-5.549', 'rewards/accuracies': '1', 'rewards/margins': '6.676', 'logps/chosen': '-142.1', 'logps/rejected': '-124.1', 'logits/chosen': '1.42', 'logits/rejected': '0.6153', 'epoch': '2.139'}
{'loss': '0.002739', 'grad_norm': '0.0704', 'learning_rate': '2.914e-07', 'rewards/chosen': '0.9368', 'rewards/rejected': '-5.688', 'rewards/accuracies': '1', 'rewards/margins': '6.625', 'logps/chosen': '-147.5', 'logps/rejected': '-125.6', 'logits/chosen': '1.417', 'logits/rejected': '0.5284', 'epoch': '2.15'}
{'loss': '0.003003', 'grad_norm': '0.08093', 'learning_rate': '2.903e-07', 'rewards/chosen': '0.9881', 'rewards/rejected': '-5.684', 'rewards/accuracies': '1', 'rewards/margins': '6.672', 'logps/chosen': '-140.4', 'logps/rejected': '-124.7', 'logits/chosen': '1.465', 'logits/rejected': '0.4824', 'epoch': '2.161'}
{'loss': '0.00266', 'grad_norm': '0.1011', 'learning_rate': '2.892e-07', 'rewards/chosen': '1.003', 'rewards/rejected': '-5.746', 'rewards/accuracies': '1', 'rewards/margins': '6.749', 'logps/chosen': '-155.9', 'logps/rejected': '-126.2', 'logits/chosen': '1.511', 'logits/rejected': '0.4925', 'epoch': '2.171'}
{'loss': '0.002183', 'grad_norm': '0.06719', 'learning_rate': '2.881e-07', 'rewards/chosen': '1.039', 'rewards/rejected': '-5.739', 'rewards/accuracies': '1', 'rewards/margins': '6.778', 'logps/chosen': '-152.3', 'logps/rejected': '-126.4', 'logits/chosen': '1.477', 'logits/rejected': '0.5398', 'epoch': '2.182'}
{'loss': '0.002258', 'grad_norm': '0.1109', 'learning_rate': '2.87e-07', 'rewards/chosen': '1.01', 'rewards/rejected': '-5.75', 'rewards/accuracies': '1', 'rewards/margins': '6.76', 'logps/chosen': '-158.5', 'logps/rejected': '-125.2', 'logits/chosen': '1.487', 'logits/rejected': '0.4486', 'epoch': '2.193'}
{'loss': '0.002516', 'grad_norm': '0.04901', 'learning_rate': '2.859e-07', 'rewards/chosen': '1.027', 'rewards/rejected': '-5.764', 'rewards/accuracies': '1', 'rewards/margins': '6.791', 'logps/chosen': '-164.2', 'logps/rejected': '-127.5', 'logits/chosen': '1.532', 'logits/rejected': '0.4966', 'epoch': '2.203'}
{'loss': '0.002655', 'grad_norm': '0.09688', 'learning_rate': '2.848e-07', 'rewards/chosen': '1.067', 'rewards/rejected': '-5.921', 'rewards/accuracies': '1', 'rewards/margins': '6.987', 'logps/chosen': '-151.5', 'logps/rejected': '-128.3', 'logits/chosen': '1.479', 'logits/rejected': '0.4171', 'epoch': '2.214'}
{'loss': '0.003119', 'grad_norm': '0.07388', 'learning_rate': '2.837e-07', 'rewards/chosen': '0.9514', 'rewards/rejected': '-5.759', 'rewards/accuracies': '1', 'rewards/margins': '6.71', 'logps/chosen': '-158.1', 'logps/rejected': '-125.3', 'logits/chosen': '1.449', 'logits/rejected': '0.5131', 'epoch': '2.225'}
{'loss': '0.002397', 'grad_norm': '0.07235', 'learning_rate': '2.826e-07', 'rewards/chosen': '0.9404', 'rewards/rejected': '-5.789', 'rewards/accuracies': '1', 'rewards/margins': '6.729', 'logps/chosen': '-150.5', 'logps/rejected': '-127.5', 'logits/chosen': '1.432', 'logits/rejected': '0.4728', 'epoch': '2.235'}
{'loss': '0.001718', 'grad_norm': '0.05611', 'learning_rate': '2.815e-07', 'rewards/chosen': '1.094', 'rewards/rejected': '-5.898', 'rewards/accuracies': '1', 'rewards/margins': '6.991', 'logps/chosen': '-127.7', 'logps/rejected': '-127.5', 'logits/chosen': '1.346', 'logits/rejected': '0.457', 'epoch': '2.246'}
{'loss': '0.00238', 'grad_norm': '0.05816', 'learning_rate': '2.804e-07', 'rewards/chosen': '0.9969', 'rewards/rejected': '-5.915', 'rewards/accuracies': '1', 'rewards/margins': '6.912', 'logps/chosen': '-149.4', 'logps/rejected': '-126.8', 'logits/chosen': '1.364', 'logits/rejected': '0.4766', 'epoch': '2.257'}
{'loss': '0.002135', 'grad_norm': '0.0418', 'learning_rate': '2.793e-07', 'rewards/chosen': '1.002', 'rewards/rejected': '-5.957', 'rewards/accuracies': '1', 'rewards/margins': '6.959', 'logps/chosen': '-140.4', 'logps/rejected': '-128.1', 'logits/chosen': '1.44', 'logits/rejected': '0.4082', 'epoch': '2.268'}
{'loss': '0.001895', 'grad_norm': '0.1165', 'learning_rate': '2.783e-07', 'rewards/chosen': '1.063', 'rewards/rejected': '-5.925', 'rewards/accuracies': '1', 'rewards/margins': '6.988', 'logps/chosen': '-141.8', 'logps/rejected': '-127.5', 'logits/chosen': '1.429', 'logits/rejected': '0.4282', 'epoch': '2.278'}
{'loss': '0.002383', 'grad_norm': '0.2167', 'learning_rate': '2.772e-07', 'rewards/chosen': '0.9965', 'rewards/rejected': '-5.92', 'rewards/accuracies': '1', 'rewards/margins': '6.916', 'logps/chosen': '-152.6', 'logps/rejected': '-128.3', 'logits/chosen': '1.386', 'logits/rejected': '0.4755', 'epoch': '2.289'}
{'loss': '0.00192', 'grad_norm': '0.08501', 'learning_rate': '2.761e-07', 'rewards/chosen': '1.218', 'rewards/rejected': '-5.84', 'rewards/accuracies': '1', 'rewards/margins': '7.058', 'logps/chosen': '-144.9', 'logps/rejected': '-127.3', 'logits/chosen': '1.468', 'logits/rejected': '0.4599', 'epoch': '2.3'}
{'loss': '0.0027', 'grad_norm': '0.1243', 'learning_rate': '2.75e-07', 'rewards/chosen': '0.993', 'rewards/rejected': '-5.95', 'rewards/accuracies': '1', 'rewards/margins': '6.943', 'logps/chosen': '-160.6', 'logps/rejected': '-129', 'logits/chosen': '1.559', 'logits/rejected': '0.4475', 'epoch': '2.31'}
{'loss': '0.001996', 'grad_norm': '0.196', 'learning_rate': '2.739e-07', 'rewards/chosen': '0.9469', 'rewards/rejected': '-6.008', 'rewards/accuracies': '1', 'rewards/margins': '6.955', 'logps/chosen': '-147.4', 'logps/rejected': '-129.1', 'logits/chosen': '1.46', 'logits/rejected': '0.4663', 'epoch': '2.321'}
{'loss': '0.001682', 'grad_norm': '0.05202', 'learning_rate': '2.728e-07', 'rewards/chosen': '1.11', 'rewards/rejected': '-5.924', 'rewards/accuracies': '1', 'rewards/margins': '7.034', 'logps/chosen': '-166.9', 'logps/rejected': '-126.9', 'logits/chosen': '1.488', 'logits/rejected': '0.4244', 'epoch': '2.332'}
{'loss': '0.001807', 'grad_norm': '0.08689', 'learning_rate': '2.717e-07', 'rewards/chosen': '1.118', 'rewards/rejected': '-5.859', 'rewards/accuracies': '1', 'rewards/margins': '6.977', 'logps/chosen': '-161.6', 'logps/rejected': '-126.3', 'logits/chosen': '1.509', 'logits/rejected': '0.5744', 'epoch': '2.343'}
{'loss': '0.001976', 'grad_norm': '0.2713', 'learning_rate': '2.706e-07', 'rewards/chosen': '0.9553', 'rewards/rejected': '-6.096', 'rewards/accuracies': '1', 'rewards/margins': '7.052', 'logps/chosen': '-146.2', 'logps/rejected': '-130.2', 'logits/chosen': '1.384', 'logits/rejected': '0.3701', 'epoch': '2.353'}
{'loss': '0.00113', 'grad_norm': '0.07385', 'learning_rate': '2.695e-07', 'rewards/chosen': '1.125', 'rewards/rejected': '-6.207', 'rewards/accuracies': '1', 'rewards/margins': '7.332', 'logps/chosen': '-150.7', 'logps/rejected': '-132.5', 'logits/chosen': '1.398', 'logits/rejected': '0.3483', 'epoch': '2.364'}
{'loss': '0.001932', 'grad_norm': '0.07406', 'learning_rate': '2.684e-07', 'rewards/chosen': '1.046', 'rewards/rejected': '-5.923', 'rewards/accuracies': '1', 'rewards/margins': '6.968', 'logps/chosen': '-156.8', 'logps/rejected': '-128.8', 'logits/chosen': '1.477', 'logits/rejected': '0.4633', 'epoch': '2.375'}
{'loss': '0.001097', 'grad_norm': '0.135', 'learning_rate': '2.673e-07', 'rewards/chosen': '1.017', 'rewards/rejected': '-6.419', 'rewards/accuracies': '1', 'rewards/margins': '7.436', 'logps/chosen': '-153.3', 'logps/rejected': '-134.1', 'logits/chosen': '1.498', 'logits/rejected': '0.227', 'epoch': '2.385'}
{'loss': '0.002136', 'grad_norm': '0.1438', 'learning_rate': '2.662e-07', 'rewards/chosen': '1.079', 'rewards/rejected': '-6.038', 'rewards/accuracies': '1', 'rewards/margins': '7.117', 'logps/chosen': '-147', 'logps/rejected': '-128.7', 'logits/chosen': '1.42', 'logits/rejected': '0.3631', 'epoch': '2.396'}
{'loss': '0.001702', 'grad_norm': '0.1491', 'learning_rate': '2.651e-07', 'rewards/chosen': '1.052', 'rewards/rejected': '-6.163', 'rewards/accuracies': '1', 'rewards/margins': '7.215', 'logps/chosen': '-163.9', 'logps/rejected': '-130.4', 'logits/chosen': '1.442', 'logits/rejected': '0.3182', 'epoch': '2.407'}
{'loss': '0.001768', 'grad_norm': '0.2231', 'learning_rate': '2.64e-07', 'rewards/chosen': '1.182', 'rewards/rejected': '-6.007', 'rewards/accuracies': '1', 'rewards/margins': '7.188', 'logps/chosen': '-156.1', 'logps/rejected': '-129.5', 'logits/chosen': '1.436', 'logits/rejected': '0.4335', 'epoch': '2.417'}
{'loss': '0.001559', 'grad_norm': '0.07314', 'learning_rate': '2.63e-07', 'rewards/chosen': '0.9898', 'rewards/rejected': '-6.287', 'rewards/accuracies': '1', 'rewards/margins': '7.276', 'logps/chosen': '-157.4', 'logps/rejected': '-132', 'logits/chosen': '1.406', 'logits/rejected': '0.3114', 'epoch': '2.428'}
{'loss': '0.002096', 'grad_norm': '0.09741', 'learning_rate': '2.619e-07', 'rewards/chosen': '1.157', 'rewards/rejected': '-6.075', 'rewards/accuracies': '1', 'rewards/margins': '7.232', 'logps/chosen': '-163.4', 'logps/rejected': '-130.1', 'logits/chosen': '1.472', 'logits/rejected': '0.4116', 'epoch': '2.439'}
{'loss': '0.001434', 'grad_norm': '0.06393', 'learning_rate': '2.608e-07', 'rewards/chosen': '1.022', 'rewards/rejected': '-6.207', 'rewards/accuracies': '1', 'rewards/margins': '7.229', 'logps/chosen': '-148.7', 'logps/rejected': '-131.8', 'logits/chosen': '1.417', 'logits/rejected': '0.3817', 'epoch': '2.45'}
{'loss': '0.001871', 'grad_norm': '0.06176', 'learning_rate': '2.597e-07', 'rewards/chosen': '1.035', 'rewards/rejected': '-6.066', 'rewards/accuracies': '1', 'rewards/margins': '7.101', 'logps/chosen': '-160.3', 'logps/rejected': '-129.6', 'logits/chosen': '1.546', 'logits/rejected': '0.4157', 'epoch': '2.46'}
{'loss': '0.002178', 'grad_norm': '0.1183', 'learning_rate': '2.586e-07', 'rewards/chosen': '1.045', 'rewards/rejected': '-6.013', 'rewards/accuracies': '1', 'rewards/margins': '7.058', 'logps/chosen': '-164.9', 'logps/rejected': '-128', 'logits/chosen': '1.518', 'logits/rejected': '0.4722', 'epoch': '2.471'}
{'loss': '0.001712', 'grad_norm': '0.2046', 'learning_rate': '2.575e-07', 'rewards/chosen': '0.9176', 'rewards/rejected': '-6.19', 'rewards/accuracies': '1', 'rewards/margins': '7.107', 'logps/chosen': '-137.1', 'logps/rejected': '-130.8', 'logits/chosen': '1.326', 'logits/rejected': '0.3591', 'epoch': '2.482'}
{'loss': '0.001733', 'grad_norm': '0.07381', 'learning_rate': '2.564e-07', 'rewards/chosen': '1.036', 'rewards/rejected': '-6.04', 'rewards/accuracies': '1', 'rewards/margins': '7.076', 'logps/chosen': '-144.4', 'logps/rejected': '-128.5', 'logits/chosen': '1.352', 'logits/rejected': '0.4261', 'epoch': '2.492'}
{'loss': '0.001601', 'grad_norm': '0.03958', 'learning_rate': '2.553e-07', 'rewards/chosen': '1.064', 'rewards/rejected': '-6.278', 'rewards/accuracies': '1', 'rewards/margins': '7.342', 'logps/chosen': '-144.6', 'logps/rejected': '-132.2', 'logits/chosen': '1.286', 'logits/rejected': '0.3572', 'epoch': '2.503'}
{'loss': '0.001574', 'grad_norm': '0.0819', 'learning_rate': '2.542e-07', 'rewards/chosen': '0.9272', 'rewards/rejected': '-6.145', 'rewards/accuracies': '1', 'rewards/margins': '7.072', 'logps/chosen': '-149.2', 'logps/rejected': '-130.7', 'logits/chosen': '1.378', 'logits/rejected': '0.4345', 'epoch': '2.514'}
{'loss': '0.001677', 'grad_norm': '0.1008', 'learning_rate': '2.531e-07', 'rewards/chosen': '1.044', 'rewards/rejected': '-6.236', 'rewards/accuracies': '1', 'rewards/margins': '7.279', 'logps/chosen': '-154.4', 'logps/rejected': '-131.1', 'logits/chosen': '1.455', 'logits/rejected': '0.3339', 'epoch': '2.524'}
{'loss': '0.001181', 'grad_norm': '0.06133', 'learning_rate': '2.52e-07', 'rewards/chosen': '1.088', 'rewards/rejected': '-6.368', 'rewards/accuracies': '1', 'rewards/margins': '7.456', 'logps/chosen': '-157.5', 'logps/rejected': '-132.7', 'logits/chosen': '1.356', 'logits/rejected': '0.2701', 'epoch': '2.535'}
{'loss': '0.001759', 'grad_norm': '0.1825', 'learning_rate': '2.509e-07', 'rewards/chosen': '1.082', 'rewards/rejected': '-6.2', 'rewards/accuracies': '1', 'rewards/margins': '7.282', 'logps/chosen': '-150.1', 'logps/rejected': '-131.2', 'logits/chosen': '1.437', 'logits/rejected': '0.3779', 'epoch': '2.546'}
{'loss': '0.001356', 'grad_norm': '0.02554', 'learning_rate': '2.498e-07', 'rewards/chosen': '1.062', 'rewards/rejected': '-6.403', 'rewards/accuracies': '1', 'rewards/margins': '7.466', 'logps/chosen': '-147.9', 'logps/rejected': '-132.2', 'logits/chosen': '1.367', 'logits/rejected': '0.3069', 'epoch': '2.557'}
